text,class
Sigue en directo el primer debate entre Clinton y Trump Debates2016 ,Spain
«¿Cómo hacer más seguro EE.UU.» Comienza nuevo bloque del debate presidencial Debates2016 En directo ,Spain
"▶ Pincha y quema: comer un cactus en llamas, el último y absurdo reto viral en YouTube ",Spain
"Clinton pide retirar las armas a personas peligrosas, Trump apela a Asociación del Rifle. tema candente. ",Spain
¿En qué dirección va el país? Cambia el bloque con un tema de actualidad: el conflicto racial del país. ,Spain
Clinton siembra la duda sobre Trump. ¿A quién debe dinero Donald Trump ,Spain
Riesgo de derrumbe en el palacio de Topkapi ,Spain
Los candidatos Hillary Clinton y Donald Trump llegan a sus atriles. Síguelo en directo ,Spain
Estas son las primeras imágenes que nos deja este debate  ,Spain
Andromeda: en busca de la fusión de Android y Chrome ,Spain
Comienza el debate. Te lo contamos aquí:  ,Spain
En 15 minutos comienza el debate entre Hillary Clinton y Donald Trump. Te lo contamos en directo:… ,Spain
Un abogado en apuros hiere a tiros a nueve personas en Houston  Por @manuelerice,Spain
"El mayor «show» de la política, desde dentro ",Spain
El Gobierno de Colombia y las FARC firman la paz ,Spain
A las 3.00 am -hora española- comienza el primer encuentro entre Clinton y Trump. Te lo ofrecemos en directo aquí:… ,Spain
La razón por la que la princesa Leia abandonó a Han Solo: ¿un mal amante?  ,Spain
Cómo seguir esta madrugada el debate entre Donald Trump y Hillary Clinton ,Spain
«Los siete magníficos» se impone en la taquilla de Estados Unidos  ,Spain
El Gobierno de Colombia y las FARC firman la paz  ,Spain
Dani Martín besa a una fan en la boca durante su visita a «El Hormiguero» ,Spain
"Así llegan Trump y Clinton al primer debate, el más esperado de los últimos 50 años en EE.UU. ",Spain
Ya está disponible la primera edición de ABC del martes 17 de septiembre en @abckioskoymas  ,Spain
Google: 18 momentos para recordar sus 18 años ,Spain
Los consejos básicos que tienes que seguir a la hora de comprarte una crema hidratante ,Spain
El truco para descansar sin necesidad de dormir ,Spain
Draghi reitera que hay demasiados bancos y reclama una «consolidación» del sistema ,Spain
Un hombre con una máscara de Trump apuñala a una persona en Florida ,Spain
Los Cascos Blancos rescatan a dos niños de los escombros en Alepo ,Spain
Santos atribuye a los policías y a los militares la victoria de la paz en Colombia ,Spain
Las montañas rusas pueden ayudar en la eliminación de cálculos renales ,Spain
▶ Cinco consejos de YouTube para lograr ser más productivo en tu día a día ,Spain
"Cortefiel, Springfield y Women`secret abrirán nuevas tiendas en Islandia ",Spain
"El laborismo promete más salario mínimo, más deuda y más intervencionismo ",Spain
El laboratorio espacial chino Tiangong-1 está fuera de control y caerá a la Tierra en 2017 ,Spain
"Un retrato de Felipe IV del taller de Velázquez, a subasta ",Spain
Seis noticias para acabar el día con la mejor información  acabaeldíainformado ,Spain
"Señor Garitano, si va a cometer un fraude, al menos no lo diga  'La pizarra de Simeone' por @asmoya10",Spain
Dos empresas internacionales adquieren los teatros Coliseum y Lope de Vega por 58 millones de euros ,Spain
El primer ministro eslovaco da por «acabadas» las cuotas de refugiados en la UE ,Spain
Las 100 mejores series de la historia según @RollingStone   ,Spain
La NASA descubre siete grandes géiseres de agua en la luna Europa de Júpiter  por @josemnieves,Spain
El presidente del TC aboga por una reforma de la Constitución que zanje el modelo territorial ,Spain
📷 Enimágenes: comienza la ceremonia de la firma del acuerdo de Paz de Colombia  ,Spain
Les asaltan tres encapuchados en casa y al acudir la Policía se destapa su plantación de marihuana ,Spain
"Un joven de 21 años, muy grave, tras ser alcanzado por un disparo en el distrito de Puente de Vallecas ",Spain
Guijarro: «Podemos se equivoca si utiliza Castilla-La Mancha como rehén de la situación nacional» ,Spain
Richard Gere: del glamour de @Porcelanosa_es a una merienda con personas sin recursos en Valencia ,Spain
El juez obliga a la Generalitat a pagar 9 millones de intereses a los farmacéuticos ,Spain
🔵DIRECTO  «Europa es uno de los lugares donde buscar vida más allá de la Tierra»  ,Spain
«Correllengua»: apología de los «países catalanes» con fondos públicos ,Spain
Abandona un coche en marcha y cuesta abajo con 328 kilos de hachís para evitar un control policial ,Spain
"🔵DIRECTO La NASA comprueba que Europa, una de las lunas de Júpiter, arroja chorros de agua al espacio… ",Spain
El Gobierno avisará por SMS o correo electrónico de multas y notificaciones a partir del 3 de octubre ,Spain
Un niño autista consigue miles de amigos después de que su padre publicase una ficha escolar en las redes ,Spain
RT @carloshidalgo_: VERGONZOSO! Atraco a un anciano a manos de tres jóvenes en Villaverde  vía @abc_es,Spain
"🔵DIRECTO La NASA, a punto de desvelar una «sorprendente evidencia de actividad en la luna de Júpiter» ",Spain
Díaz Ferrán pide no asistir al juicio de las «black» por tener un alto nivel de azúcar en sangre ,Spain
"Continúan los bombardeos en Alepo, una ciudad de 300.000 personas con solo 30 médicos ",Spain
RT @ABC_CValenciana: Avistan dos ballenas frente a la costa de Calpe ,Spain
"Arrestan el mismo día a dos maltratadores que pegaron a su pareja, a su hijastra y a un bebé ",Spain
Pendientes del piloto suicida  La opinión de Jaime González ,Spain
🔵DIRECTO Rajoy: «No voy a entrar en si hay primarias o si hay Congreso en el PSOE porque no me corresponde»… ,Spain
"🔵DIRECTO Rajoy: «El gobierno alternativo es posible con la aritmética, pero no es posible con la razón»… ",Spain
🔵DIRECTO Rajoy: «No tengo ningún inconveniente en hablar con Pedro Sánchez»  ,Spain
🔵DIRECTO Rajoy: «Lo mejor sería un Gobierno de gran coalición con los partidos que defendemos la Constitución»… ,Spain
🔵DIRECTO Rajoy: «Todos compartimos la responsabilidad por el futuro de España»  ,Spain
🔵DIRECTO Rajoy: «El PSOE ha sacado el peor resultado de su historia en Galicia y en el País Vasco»… ,Spain
🔵DIRECTO Rajoy: «No vamos a dialogar nada que tenga que ver con la soberania nacional»  ,Spain
🔵DIRECTO Rajoy:  «El PP puede ser un partido clave en la gobernabilidad del País Vasco»  ,Spain
🔵DIRECTO Mariano Rajoy comparece ante los medios de comunicación  ,Spain
La CUP propone sustituir la estatua de Colón por una obra alegórica de la resistencia de los pueblos indígenas ,Spain
Ingresan a Raquel Mosquera en el hospital tras sufrir un brote psicótico ,Spain
El gerente de un hotel de Tordesillas deja encerrados a los clientes y se marcha con la recaudación ,Spain
Báñez aboga por «seguir» equiparando los derechos de los temporales a los de los fijos ,Spain
RT @abc_ciencia: En directo: La NASA a punto de desvelar la «sorprendente evidencia de actividad» en Europa ,Spain
Evo Morales afirma que es posible una revolución «con votos y sin balas» en Colombia ,Spain
Snapchat lanza sus propias gafas para grabar recuerdos ,Spain
"Todo el PP carga contra Sánchez, a quien acusan de querer «morir matando» ",Spain
Susana Díaz convocará a la Ejecutiva y al comité andaluz solo 48 horas antes del Comité Federal ,Spain
Alemania reitera su apoyo al Gobierno de Colombia tras el acuerdo de paz con las FARC ,Spain
La CUP propone sustituir la estatua de Colón por una obra alegórica de la resistencia de los pueblos indígenas ,Spain
La audiencia europea sobre la congelación de fondos a España por el déficit será el 3 de octubre ,Spain
"«Una parte de la responsabilidad de las derrotas es mía», y otras frases destacadas de Sánchez… ",Spain
Ximo Puig lanza un guiño a sus socios: «Las aportaciones que hace Podemos son muy positivas»  Por @ABC_CValenciana,Spain
▶Sánchez reta a los críticos a presentarse a las primarias si consideran que tienen un «proyecto mejor»… ,Spain
"Detenido Antonio Palocci, influyente exministro de Lula y Rousseff por el caso Petrobras ",Spain
"Cospedal, dispuesta a apoyar a Page tras la ruptura del acuerdo con Podemos en Castilla-La Mancha ",Spain
🔵DIRECTO Sánchez: «Ya va siendo hora de que hagamos un debate de verdad en el PSOE»  ,Spain
🔵DIRECTO Sánchez: «El PSOE de un tiempo a esta parte está sufriendo un debate»  ,Spain
🔵DIRECTO Sánchez: «Estoy convencido de que en ese Comité federal saldrá la convocatoria del Congreso»… ,Spain
"🔵DIRECTO Sánchez: «Mi posición es entendernos con las fuerzas del cambio, que son Podemos y Ciudadanos»… ",Spain
🔵DIRECTO Sánchez: «Una parte de la responsabilidad de las derrotas electorales es mía»  ,Spain
🔵DIRECTO Sánchez: «Se está produciendo una división en el PSOE que es clara de cara a la opinión pública»… ,Spain
🔵DIRECTO Sánchez no aclara si dimitirá o no si su propuesta falla  ,Spain
🔵DIRECTO Sánchez: «Lo más honesto con la militancia y el partido es la convocatoria de un congreso»… ,Spain
🔵DIRECTO Sánchez: «Espero que la mayoría del Comité Federal no ponga impedimentos a que se pronuncie la militancia… ,Spain
"🔵DIRECTO Sánchez: «Creo que necesitamos que el PSOE tenga una sola voz, no como ha sucedido hasta ahora»… ",Spain
🔵DIRECTO Sánchez: «El PSOE no quiere ir a unas terceras elecciones»  ,Spain
🔵DIRECTO Sánchez: «Rajoy parece que no ha sabido leer los resultados electorales de las pasadas elecciones»… ,Spain
Un tiroteo en los alrededores de París deja dos heridos de gravedad ,Spain
🔵DIRECTO Comienza la comparecencia de Pedro Sánchez tras la reunión de la ejecutiva  ,Spain
"Expertos logran restaurar la primera grabación musical hecha con una computadora, la del célebre Alan Turing  ",Spain
"Sánchez comparece a las 16 horas, tras la reunión de la Ejecutiva ",Spain
Podemos insiste en apoyar a Sánchez tras romper el acuerdo con Page ,Spain
Los consejos básicos que tienes que seguir a la hora de comprarte una crema hidratante ,Spain
A cinco leonas de Bostwana les crece la melena y se comportan como machos ,Spain
La decisión de Angelina para no tener que ver más a Brad Pitt ,Spain
El Ayuntamiento de Pamplona deberá recolocar en lugar preferente la bandera de España y el retrato del Rey ,Spain
Un tiroteo en un centro comercial de Houston deja al menos siete heridos ,Spain
.@HawkersCo planea abrir tiendas físicas ,Spain
"Fumar altera los genes, lo que provoca un mayor riesgo de enfermedades y muerte ",Spain
Más de 200.000 firmas para que se done la comida sobrante de los comedores escolares ,Spain
Santos y «Timochenko» firmarán hoy el acuerdo con una bala de ametralladora convertida en bolígrafo ,Spain
El «Warren Buffett español» abrirá su propia gestora de fondos  Por @abceconomia,Spain
"El guionista de «8 apellidos...» confirma la tercera entrega, pero no la situación geográfica ",Spain
"RT @abc_motor: Confirmado, los mayores de 65 no son un peligro al volante  @f_lineadirecta mayoresalvolante ",Spain
Urogallo cantábrico: récord de pollos nacidos en cautividad en 2016  BiodiversidadABC,Spain
RT @abcespana: Rivera afirma que el movimiento de Sánchez pone al país «más cerca del bloqueo» que de la solución ,Spain
Pedro Sánchez ha roto todos los suelos electorales del PSOE  Por @lcsantacruz ,Spain
Del blog de @ecanito  ,Spain
▶ La pareja obligada a separarse tras 62 años juntos consigue reunirse otra vez ,Spain
RT @abc_tecnologia: Probamos las nuevas GoPro Hero Black 5 y Session 5 ,Spain
RT @abceconomia: Los acusados por las tarjetas «black» denuncian que Bankia obtuvo sus datos de forma ilegal ,Spain
¿Por qué Alepo es vital en la guerra de Siria? ,Spain
RT @abc_ciencia: Stephen Hawking vuelve a advertir sobre los extraterrestres  Tanta insistencia va a empezar a asust…,Spain
RT @ABC_Barcelona: Albiol emplaza a Puigdemont a presentar una propuesta de reforma constitucional  ,Spain
Plutón puede esconder un océano de 100 km de profundidad tan salado como el Mar Muerto  Por @abc_ciencia,Spain
¿Chupete sí o no?  Los expertos opinan,Spain
Así ha posado bebé de «Nevermind» de Nirvana 25 años después ,Spain
¿Por qué Sánchez opta por las primarias con el deseo en contra de los barones? ,Spain
"Resultados elecciones vascas: el nuevo escenario vasco, decidido por 81 votos ",Spain
El yihadista detenido en Valladolid trabajaba en el campo y era religioso ,Spain
Hollande anuncia una operación «excepcional» para desmantelar La Jungla de Calais ,Spain
Podemos-Page: el cuento de Caperucita y el lobo ,Spain
Iglesias exige a Sánchez «mirar de igual a igual a Podemos» en las negociaciones para gobernar ,Spain
"La crema hidratante «Cien» de Lidl (@lidlespana), la mejor para los consumidores ",Spain
«Correllengua»: apología de los «países catalanes» con fondos públicos  Por @ABC_CValenciana,Spain
"RT @abc_madrid: Carmena compra BiciMad por 10,5 millones de euros  ",Spain
"El ELN, la segunda guerrilla de Colombia, toma ahora el testigo ",Spain
"Radio Carmena empieza a sonar  La radio municipal Radio M21, en el 88.6 FM, empieza a emitir",Spain
Londres y París acusan a Moscú de crímenes de guerra en Siria ,Spain
RT @ABC_CValenciana: Los desencuentros de Podemos con sus socios socialistas en la Comunidad Valenciana ,Spain
"Trias, sometido de urgencia a un cateterismo coronario por una angina de pecho ",Spain
Un imán asesina al escritor jordano Nahed Hattar por compartir una caricatura ,Spain
El PSOE andaluz avisa de que hay que «intentar cambiar el rumbo» del partido y hacer «autocrítica» ,Spain
«Gestión frente a magia»  La Tercera de @bieitorubido ,Spain
🔴 AMPLIACIÓN Sánchez desafía a los barones y convoca un congreso ,Spain
RT @abc_deportes: Montañas a la carrera: ¿Es verdadero alpinismo?  ,Spain
Presentan la primera demanda contra Yahoo por el robo de datos de unos 500 millones de cuentas ,Spain
"🔴 ÚLTIMAHORA Sánchez anuncia a su Ejecutiva que quiere convocar ya el 39 congreso federal, con primarias en octubre ",Spain
Puig y Oltra blindan su pacto con Podemos para evitar una crisis como la de Castilla-La Mancha ,Spain
El incierto paso de la milicia a la vida civil en Colombia ,Spain
▶️ Justin Bieber recibe un puñetazo en la cara en una discoteca alemana ,Spain
▶️ La nueva canción de los Beatles creada por una Inteligencia Artificial ,Spain
«Feijóo empuja al PP y el PSOE se hunde»  El Editorial de ABC ,Spain
Explican el secreto de Pixar para hacernos llorar en sus películas ,Spain
José Blanco: «¿Qué más tiene que pasar para que el PSOE reflexione?»  25S,Spain
"Feijóo, en @cope_es: «El PSOE no puede podemizarse»  25S",Spain
¿Cuáles serán las próximas elecciones? ,Spain
Hoy entran en servicio nueve semáforos que multarán si se rebasan en rojo  Por @abc_madrid,Spain
"En enero de 2010, un narcotraficante disparó a sangre fría a Salvador Cabañas en México D.F. ",Spain
🔴 AMPLIACIÓN Podemos rompe el acuerdo de investidura con el PSOE en Castilla-La Mancha ,Spain
Ni en el País Vasco ni en Galicia se repetirá el bloqueo político que sí se da en España  25S,Spain
Puigdemont y Rufián se mofan de @Albert_Rivera en Twitter ,Spain
🔴 ÚLTIMAHORA Podemos rompe el acuerdo de investidura con el PSOE en Castilla-La Mancha ,Spain
Rajoy señala hoy a sus barones el camino hacia el gobierno o las elecciones ,Spain
Jesús Vázquez explica su salida de @GotTalentES en Telecinco ,Spain
"Al menos cuatro heridos tras un tiroteo en Malmö, en el sur de Suecia ",Spain
Diferencias y semejanzas: las conclusiones que nos deja la jornada electoral  25S,Spain
Las encuestas aprueban el 25S tras sus errores de las generales ,Spain
.@CiudadanosCs pierde 100.000 votos en Galicia y País Vasco respecto al 26-J ,Spain
Claves para reorganizar: «Para tirar y ordenar en tu casa existe un método que no falla»  Por @carlotafominaya,Spain
El paleoantropólogo Timothy Bromage: «La cara humana ya está cambiando» ,Spain
Un hombre deposita en una urna un sobre con 200 euros en su interior  25S,Spain
Anécdotas elecciones 25S: el superviviente del vuelo 815 sigue pulsando el botón rojo ,Spain
Municipios donde nacionalistas e independentistas vascos rozan el 100% de los votos  ,Spain
Comienza el juicio contra 65 ex altos cargos de Caja Madrid y Bankia por el uso de las tarjetas «black» ,Spain
Claves para entender siete días decisivos en la historia del PSOE ,Spain
"▶️ Adiós a Rosetta, la exploradora del origen del mundo ",Spain
"La vida de Cervantes, en testimonio de verdad  Por @ADelgadoLeon",Spain
"El PSE registra el peor resultado de su historia, pero puede ser decisivo  25S",Spain
Renfe mantiene el «megaconcurso» del AVE de 2.600 millones de euros  ,Spain
Las urnas dicen «No» a Sánchez otra vez y otras 5 noticias que debes saber hoy  ,Spain
Colombia abre una etapa de esperanza con la firma de la paz con las FARC ,Spain
Londres asegura que no negociará la cosoberanía de Gibraltar con España  ,Spain
"Televisión Española, motor y escaparate del cine español ",Spain
Unas 200 empresas españolas en un mercado difícil y fragmentado  ,Spain
Las máquinas toman el relevo en la vendimia  Por @isajimeno,Spain
Luca de Meo: «España tiene que volver a estar orgullosa de Seat» ,Spain
Muere la leyenda del golf Arnold Palmer a los 87 años ,Spain
Detenidos dos marroquíes en Murcia y Valladolid por su relación con Daesh ,Spain
El extraño despido del técnico del Telde ,Spain
¿Qué es ser judío?  teatro,Spain
Zidane no se casa ni con Cristiano ,Spain
Otoño: se dice adiós a las águilas y se saluda a las grullas ,Spain
"Los productos españoles, entre los más deseados por los chinos ",Spain
Una madre y su hijo obligaban a mendigar a un compatriota reteniendo su documentación ,Spain
El Rey Juan Carlos llega a Cartagena para asistir a la firma del acuerdo de paz en Colombia  ,Spain
▶ «WWE 2K17»: así será su modo carrera ,Spain
Muere el lanzador de béisbol José Fernández ,Spain
Justin Bieber recibe un puñetazo en la cara en una discoteca alemana ,Spain
Diferencias y semejanzas: las conclusiones que nos deja la jornada electoral  ,Spain
Cuarenta aviones de combate chinos «rozan» islas japonesas durante un ejercicio ,Spain
"La noche electoral vasca, en vídeo  ",Spain
"La noche electoral gallega, en vídeo  ",Spain
Una adolescente china mata de hambre a su madre por internarla en un centro contra la adicción a Internet ,Spain
"Alberto Núñez Feijóo, el barón gallego que gana fuerza como posible sucesor de Rajoy  ",Spain
Ya está disponible la primera edición de ABC del lunes 26 de septiembre en @abckioskoymas  ,Spain
Iglesias anticipa un giro a la izquierda tras la caída del PSOE  ,Spain
Los suizos permitirán que el Estado controle su vida privada para reforzar la seguridad ,Spain
"🔵 Escrutinio Galicia: 100% 25S
⏺ PP: 41
⏺ EN MAREA: 14
🔽 PSdeG-PSOE: 14
🔽 BNG-NÓS: 6
⏺ C's: 0
",Spain
"El PSE registra el peor resultado de su historia, pero puede ser decisivo  ",Spain
Podemos frustra sus expectativas y no logra el «sorpasso» ni a Bildu  ,Spain
"Rajoy respira con Galicia y trata de seducir al PNV, pensando en España  ",Spain
Las imágenes que deja la noche electoral en el País Vasco  ,Spain
La victoria de Feijóo refuerza a Rajoy frente a un PSOE bajo mínimos ,Spain
Las imágenes que deja la noche electoral en Galicia  ,Spain
El @PSOE  admite que el resultado es «negativo» en Galicia y en País Vasco ,Spain
"«Los siete magníficos», un western a la altura de Denzel Washington ",Spain
Un tiroteo en Suecia deja cuatro heridos ,Spain
.@CiudadanosCs fracasa en la culminación de su expansión nacional al no lograr escaños en Galicia y País Vasco ,Spain
Juan Mayorga: «El escritor debe refugiarse de la vida cotidiana para imaginar más»  teatro Por @juliobravo1963,Spain
Dormir en hoteles donde vivieron grandes estrellas  Por @PalomaSantamari,Spain
Urkullu anuncia que mañana comenzará a dialogar con todos los partidos para formar gobierno ,Spain
De vuelta a los 50: El bolso entra en cintura  Por @marialuisafunes,Spain
"🔵 Escrutinio Galicia: 98,90% 25S
⏺ PP: 41
⏺ EN MAREA: 14
🔽 PSdeG-PSOE: 14
🔽 BNG-NÓS: 6
⏺ C's: 0
",Spain
La falta de diligencia de algunas Comunidades Autónomas favorece la venta a pérdida ,Spain
La Fundación Vicente Ferrer desembarca en Washington  Por @manuelerice,Spain
"Galicia Feijóo reedita la mayoría absoluta ante un PSOE que no deja de caer
 Por @fer_mgomez  25S",Spain
Iglesias culpa al intento de moderación su fracaso el 26-J y ve «viejo» el debate sobre dar miedo  Por @vic_almiron,Spain
"🔵 Escrutinio Galicia: 96,66% 25S
🔼 PP: 41
⏺ EN MAREA: 14
🔽 PSdeG-PSOE: 14
🔽 BNG-NÓS: 6
⏺ C's: 0
",Spain
"🔵 Escrutinio País Vasco: 100% 25S
🔼 EAJ-PNV: 29
🔽 EH BILDU: 17
🔼 PODEMOS: 11
🔽 PSE-EE/PSOE: 9
🔽 PP: 9
⏺ C's: 0
",Spain
"🔵 Escrutinio Galicia: 95,38% 25S
🔼 PP: 41
⏺ EN MAREA: 14
🔽 PSdeG-PSOE: 14
🔽 BNG-NÓS: 6
⏺ C's: 0
",Spain
Galicia Feijóo resiste como el único presidente autonómico con mayoría absoluta  25S,Spain
"🔵 Luis Ventoso: «Otra velada de gloria de 'Dr. No', que todo lo que toca lo convierte en oro»  25S",Spain
Urkullu no falla y deja sin argumentos al populismo  Por @Delsanz 25S,Spain
"🔵 Escrutinio Galicia: 93,78% 25S 🔼 PP: 41 ⏺ EN MAREA: 14 🔽 PSdeG-PSOE: 14 🔽 BNG-NÓS: 6 ⏺ C's: 0 ",Spain
Las remesas de los inmigrantes iberoamericanos alcanzan niveles precrisis  Por @ggines,Spain
La candidatura del exministro Alonso no frena la caída del PP en el País Vasco  25S,Spain
🔵 Luis Ventoso: «Los partidos que defienden España deberían meditar qué política están haciendo en el País Vasco» ,Spain
"🔵 Escrutinio Galicia: 90,02% 25S
🔼 PP: 42
⏺ EN MAREA: 14
🔽 PSdeG-PSOE: 13
🔽 BNG-NÓS: 6
⏺ C's: 0
",Spain
"🔵 Escrutinio País Vasco: 99,59% 25S
🔼 EAJ-PNV: 29
🔽 EH BILDU: 17
🔼 PODEMOS: 11
🔽 PSE-EE/PSOE: 9
🔽 PP: 9
⏺ C's: 0
",Spain
EH Bildu baja el tono para empezar a disputar la hegemonía del PNV  Por @Delsanz,Spain
"Adiós a Kevin Garnett, la llama que encendió la NBA  Por @David_Vilares",Spain
"En Marea, por delante del PSOE
🔵 Escrutinio Galicia: 82,88%
🔼 PP: 42
⏺ EN MAREA: 14
🔽 PSdeG-PSOE: 13
🔽 BNG-NÓS: 6
",Spain
PaísVasco El PNV gana las elecciones vascas y el PSE se derrumba a su mínimo histórico  Crónica de @luciacab 25S,Spain
Hanya Yanagihara: «El lector puede aguantarlo todo»  Una entrevista de @imartinrodrigo,Spain
🔵 Edurne Iriarte: «Cuesta imaginar que Sánchez sobreviva a esto»  25S,Spain
"🔵 Escrutinio País Vasco: 98,07% 25S
🔼 EAJ-PNV: 29
🔽 EH BILDU: 17
🔼 PODEMOS: 11
🔽 PSE-EE/PSOE: 9
🔽 PP: 9
⏺ C's: 0
",Spain
"PSOE y En Marea, igualados
🔵 Escrutinio Galicia: 68,15% 25S
🔼 PP: 42
🔽 PSdeG-PSOE: 14
⏺ EN MAREA: 14
🔽 BNG-NÓS: 5
",Spain
La carne porcina española se lanza a por nuevos mercados ,Spain
"En Marea adelanta al PSOE 
🔵 Escrutinio Galicia: 65,01% 25S
🔼 PP: 42
🔽 PSdeG-PSOE: 14
⏺ EN MAREA: 13
🔽 BNG-NÓS: 6
",Spain
"🔵 Escrutinio País Vasco: 92,97% 25S
🔼 EAJ-PNV: 29
🔽 EH BILDU: 17
🔼 PODEMOS: 11
🔽 PSE-EE/PSOE: 9
🔽 PP: 9
⏺ C's: 0
",Spain
🔵 Curri Valenzuela: «La incógnita de la noche. ¿Cómo va a justificar Pedro Sánchez sus resultados?»  25S,Spain
"En Marea iguala al PSOE
🔵 Escrutinio Galicia: 56,30% 25S
🔼 PP: 42
🔽 PSdeG-PSOE: 14
⏺ EN MAREA: 14
🔽 BNG-NÓS: 5
",Spain
"🔵 Escrutinio País Vasco: 86,65% 25S
🔼 EAJ-PNV: 29
🔽 EH BILDU: 17
🔼 PODEMOS: 11
🔽 PSE-EE/PSOE: 9
🔽 PP: 9
⏺ C's: 0
",Spain
Debates presidenciales en EE.UU.: los duelos televisados que ponen y quitan presidentes  Por @jansorena,Spain
"🔵 Escrutinio Galicia: 48,12% 25S
🔼 PP: 42
🔽 PSdeG-PSOE 15
⏺ EN MAREA: 13
🔽 BNG-NÓS: 5
⏺ C's: 0
⏺ PACMA: 0
⏺ DO: 0
",Spain
"🔵 Escrutinio País Vasco: 77,81% 25S
🔼 EAJ-PNV: 29
🔽 EH BILDU: 17
🔼 PODEMOS: 12
🔽 PSE-EE/PSOE: 9
🔽 PP: 8
⏺ C's: 0
",Spain
"🔵 Edurne Iriarte: «Un solo diputado para C's en cada CA sería muy mal resultado, ninguno sería nefasto»  25S",Spain
"🔵 Escrutinio Galicia: 39,75% 25S
🔼 PP: 42
🔽 PSdeG-PSOE 14
⏺ EN MAREA: 13
🔽 BNG-NÓS: 6
⏺ C's: 0
⏺ PACMA: 0
⏺ DO: 0
",Spain
"DomingosConHistoria Vicens Vives, historia frente a mitología ",Spain
"🔵 Escrutinio País Vasco: 59,79% 25S
🔼 EAJ-PNV: 28
🔽 EH BILDU: 17
🔼 PODEMOS: 12
🔽 PSE-EE/PSOE: 9
🔽 PP: 9
⏺ C's: 0
",Spain
🔵 Juan Fernández-Miranda: «Será interesante ver cómo se valora los resultados en Ferraz»  25S,Spain
"🔵 Escrutinio Galicia: 31,27% 25S
🔼 PP: 44
🔽 PSdeG-PSOE 14
⏺ EN MAREA: 12
🔽 BNG-NÓS: 5
⏺ C's: 0
⏺ PACMA: 0
⏺ DO: 0
",Spain
Valencia baila contra la fibrosis quística  Por @idearantzibia,Spain
"🔵 Escrutinio Galicia: 24,28% 25S
🔼 PP: 45
🔽 PSdeG-PSOE 13
⏺ EN MAREA: 12
🔽 BNG-NÓS: 5
⏺ C's: 0
⏺ PACMA: 0
⏺ DO: 0
",Spain
"🔵 Escrutinio País Vasco: 44,81% 25S
EAJ-PNV 29
EH BILDU 16
PSE-EE/PSOE 10
PP 8
PODEMOS 12
C's 0
PH 0
",Spain
"🔵 Escrutinio Galicia: 17,08% 25S
🔼 PP: 47
🔽 PSdeG-PSOE 14
⏺ EN MAREA: 9
🔽 BNG-NÓS: 5
⏺ C's: -
⏺ PACMA: -
⏺ DO: -
",Spain
"🔵 Luis Ventoso: «En el País Vasco, el PSE podría quedar reducido a la mitad, todo un éxito»  25S",Spain
"Chenoa, sobre su foto con Bisbal: «Entiendo el seguimiento, como en el divorcio de Brad Pitt y Angelina» ",Spain
"🔵 DIRECTO Galicia 25S Escrutinio: 11,15%
🔼 PP 47
🔽 PSdeG-PSOE 14
⏺ EN MAREA 8
🔽 BNG-NÓS 6
⏺ C's -
⏺ PACMA -
⏺ DO -
",Spain
Los sondeos a pie de urna confirman la mayoría absoluta de Feijóo y una mayoría simple de Urkullu  25S,Spain
"🔵 DIRECTO Resultados Galicia 25S - Escrutinio: 5%
PP 49
PSdeG-PSOE 14
EN MAREA 8
BNG-NÓS4
C's -
PACMA -
DO -
",Spain
"Curri Valenzuela: «Gana el voto seguro. PP en Galicia, PNV en el País Vasco»  25S",Spain
Café Varela: el renacer del café de los poetas  Por @brperiodista,Spain
🔵 Las firmas de @abc_es analizan la jornada electoral en Galicia y País Vasco. ¡Síguelo en DIRECTO! ,Spain
«Athleisure» y recortables en la pasarela  Por @marialuisafunes,Spain
🔵 Sigue en DIRECTO los resultados de los comicios autonómicos del 25S ,Spain
GAD3 El PP revalida la mayoría absoluta en Galicia y En Marea supera al PSOE en votos  25S,Spain
Comer pipas sin ensuciar el suelo es posible ,Spain
🔵 A las 20 horas ABC publica una encuesta de GAD3 sobre los resultados de las elecciones autonómicas en Galicia  25S,Spain
20 claves de la campaña vasca ,Spain
Todos los mapas mienten  Por @PalomaRuizdPozo,Spain
El líder del @PSOE maniobra para frenar a Susana Díaz en el Comité Federal  Por @GSANZ64,Spain
Diez series de ciencia ficción que impresionaron a nuestros abuelos ,Spain
Las 20 claves de cómo llega Galicia a las elecciones  25S,Spain
RT @abc_deportes: Muere el lanzador de béisbol José Fernández -  ,Spain
Galicia elige entre un nuevo mandato de Núñez Feijóo o un frente de izquierdas ,Spain
RT @abc_deportes: CRÓNICA Griezmann salva tres puntos ante un aguerrido Dépor -  - Atlético,Spain
"Justin Bieber, el último inquilino VIP de la isla privada de Tagomago  Por @AngieCalero",Spain
Sánchez e Iglesias negocian desde agosto un gobierno con nacionalistas ,Spain
«@ManuelaCarmena no puede entregar pisos a okupas por la cara. Que esperen como todos» ,Spain
"🔵 DIRECTO La participación en el País Vasco a las 17.00 se sitúa en el 44,4% y cae 2,8 puntos respecto a la de 2012 ",Spain
«El futuro de España depende de vascos y gallegos»  La opinión de Curri Valenzuela,Spain
El elefante africano se muere ,Spain
"Francisco advierte que «al Dios-Amor se le anuncia amando, nunca imponiendo la verdad»  Por @juanvicenteboo",Spain
