text,class
Premian a estudiantes de la @UNAM_MX por desarrollar vehículo para la @NASA  ,Mexico
Matthew amenaza a Jamaica y Haití; ya es huracán de categoría 4  ,Mexico
Tres muertos y 2 lesionados tras accidente carretero en Querétaro  ,Mexico
Respalda @SRE_mx a gobierno de Colombia tras 'No' a la paz con las FARC  ,Mexico
Mantienen perímetro de seguridad en Volcán de Colima  ,Mexico
Así fue la marcha por el 2DeOctNoSeOlvida en la CDMX  ,Mexico
Responde @realDonaldTrump a @HillaryClinton tras filtración del @nytimes sobre sus impuestos  ,Mexico
Papa Francisco vuelve a Roma tras visita a Azerbaiyán  ,Mexico
Rinde @fgcabezadevaca protesta como gobernador de Tamaulipas  ,Mexico
RT @Foro_TV: Oran en la Catedral Metropolitana de la CDMX por militares emboscados en Sinaloa  ,Mexico
RT @Foro_TV: Inundaciones en municipios de Jalisco por lluvias  ,Mexico
Advierte @donaldtusk: la Unión Europea velará por sus intereses en negociaciones del Brexit  ,Mexico
"Edomex, prioridad de @EPN: Jefe de la Oficina de Presidencia  ",Mexico
Pide @JuanManSantos unidad tras victoria del 'No' en Colombia; anuncia negociación con las FARC ColombiaDecide… ,Mexico
Fotos: así es el buceo con tiburones blancos en la IslaDeGuadalupe  ,Mexico
Colombianos votan por el 'no' al acuerdo de paz ColombiaDecide  ,Mexico
Reporta SMN lluvias y granizo en varios estados de México  ,Mexico
Se viraliza video de @BarackObama esperando a @billclinton en el avión Air Force One Viral LoMásVisto… ,Mexico
Saldo blanco tras marchas del 2DeOctNoSeOlvida en la CDMX  ,Mexico
Se comprometen las FARC a buscan nuevo acuerdo de paz en Colombia ColombiaDecide  ,Mexico
Amplían horario de verificentros en la CDMX  ,Mexico
Advierte @Pontifex_es: sólo viajaría a Colombia si se consolida el 'Sí' a la paz  ,Mexico
RT @CulturaJalisco: A unos minutos de dar inicio el concierto de inauguración del @cervantino con la @OFilarmonicaJal | Cervantes400 ,Mexico
Reconoce @JuanManSantos triunfo del 'No' a la paz en Colombia ColombiaDecide  ,Mexico
Rescatan a 27 migrantes en un hotel en Tabasco  ,Mexico
"Muere el escritor y ex líder del 68, Luis González de Alba  ",Mexico
Incendio en bodega clandestina de combustible en Veracruz  ,Mexico
RT @Foro_TV: En Vivo: Ya se reúnen en Cuba las FARC para revisar puntos a renegociar tras el ‘no’ del plebiscito ,Mexico
RT @Foro_TV: Última Hora: El líder de las FARC reitera la disposición de los rebeldes de trabajar por la paz tras la derrota en el referen…,Mexico
RT @Foro_TV: En Vivo: Desde Colombia: La guerrilla dijo que a pesar del ‘no’ siguen con el proceso de paz ,Mexico
RT @Foro_TV: En Vivo: Algunos votaron por el 'no' porque tienen imagen negativa de la guerrilla: Sergio Escamilla  h…,Mexico
"RT @Foro_TV: En Vivo: No me rendiré, seguiré buscando la paz hasta el último minuto de mi mandato @JuanManSantos",Mexico
RT @Foro_TV: En Vivo: Ahora vamos a decidir entre todos cuál es el camino que debemos tomar para que la paz sea posible @JuanManSantos,Mexico
RT @Foro_TV: En Vivo: @JuanManSantos asegura que se mantendrá en su cargo,Mexico
"RT @Foro_TV: En Vivo: Mañana mismo convocaré a todas las fuerzas políticas para escucharlas, para abrir espacios de diálogo @JuanManSantos",Mexico
RT @Foro_TV: En Vivo: Esta decisión no debe afectar la estabilidad democrática @JuanManSantos,Mexico
RT @Foro_TV: En Vivo: La mayoría ha dicho que no. Soy el primero en reconocer este resultado @JuanManSantos,Mexico
"Emilio Suárez , nuevo titular de la Unidad de Banca de Desarrollo Economía Finanzas  ",Mexico
RT @Foro_TV: Colombia rechaza acuerdo de paz con la guerrilla de las FARC ColombiaDecide  ,Mexico
"Cae Acuerdo de Paz en Colombia, gana el 'No' ColombiaDecide  ",Mexico
Israel cierra accesos a Cisjordania y Gaza por Año Nuevo Judío  ,Mexico
Fotos: así fue el concurso de torres humanas en España  ,Mexico
RT @EPN: Lamento el fallecimiento del escritor y periodista Luis González de Alba. Mis condolencias para sus familiares y amigos.,Mexico
Decomisa @PROFEPA_Mx 21 animales silvestres en Iztapalapa  ,Mexico
Regresa @Pontifex_es a Roma tras viaje por Azerbaiyán y Georgia  ,Mexico
"RT @Foro_TV: Muere Luis González de Alba, escritor y ex líder del movimiento estudiantil del 68'  ",Mexico
RT @Foro_TV: Ganó el 'no' en plebiscito sobre acuerdo de paz en Colombia ColombiaDecide  ,Mexico
Reeligen a México en comité de Asociación Mundial de Carreteras  ,Mexico
"RT @Foro_TV: Última Hora. Colombia rechaza, en plebiscito, acuerdo de paz con la guerrilla de las FARC",Mexico
Editores del @nytimes podrían ser detenidos por publicar impuestos de @realDonaldTrump  ,Mexico
Detienen a hermano de predicador perseguido en Turquía  ,Mexico
"RT @Foro_TV: Última Hora: Murió Luis González de Alba, escritor y ex dirigente del movimiento estudiantil de 1968",Mexico
"Conoce a Jonathan Shaw, el tatuador de celebridades LaEntrevistaXAdela  ",Mexico
Saldo blanco tras concierto de RogerWatersEnElZócalo  ,Mexico
La fe no es un superpoder para resolver problemas: @Pontifex_es  ,Mexico
Enfrentamiento con policías en Etiopía deja varios muertos  ,Mexico
Desaloja EEUU base militar de Guantánamo por huracán Matthew  ,Mexico
Rinde protesta Cabeza de Vaca en Tamaulipas  ,Mexico
Denuncia LigaÁrabe 'crímenes de guerra' del régimen sirio en Alepo  ,Mexico
Cascos Blancos rescatan a bebé entre los escombros de un edificio en Siria  ,Mexico
Liga Árabe acusa al régimen sirio de cometer 'crímenes de guerra' en Alepo  ,Mexico
Israel recibe el nuevo año 5777 con menos esperanzas de paz  ,Mexico
¿Qué tienen en común los Premios Nobel y la dinamita?  ,Mexico
Reportan varios muertos en un festival en Etiopía tras incidentes con la Policía  ,Mexico
EU desaloja base de Guantánamo por el huracán Matthew  ,Mexico
Nobel de Medicina abre ronda de ganadores inmerso en polémica  ,Mexico
Israel cierra los accesos a Cisjordania y Gaza por fiesta del Año Nuevo Judío  ,Mexico
Continúa la actividad del Volcán de Colima; piden permanecer en albergues  ,Mexico
Referendo húngaro sobre refugiados no alcanza el quórum para ser válido  ,Mexico
Plebiscito puede cambiar la historia de Colombia: @JuanManSantos  ColombiaDecide ,Mexico
Accidente carretero en Querétaro deja 3 muertos y 2 lesionados  ,Mexico
Realizan IV Expo feria Internacional del  Chocolate ,Mexico
Ejército sirio avanza en Alepo y pide a los rebeldes que se rindan  ,Mexico
Designan a @EMILIOSL como titular de la Unidad de Banca de Desarrollo  ,Mexico
"Marchan en conmemoración del 2 de Octubre, de Tlatelolco al Zócalo de la CDMX  ",Mexico
Lucha @HillaryClinton por atraer al votante joven  ,Mexico
Arriban más de 11 millones de pasajeros a aeropuertos nacionales: @SECTUR_mx  ,Mexico
"La fe, ni fuerza mágica ni superpoder para resolver problemas: Papa Francisco  ",Mexico
Prevén domingo de lluvias en la mayor parte del país  ,Mexico
"Al emitir su voto, @JuanManSantos afirmó que el plebiscito puede cambiar la historia de Colombia… ",Mexico
Premian a estudiantes de la @UNAM_MX por desarrollo para la NASA  ,Mexico
Matthew amenaza a Jamaica y Haití como huracán de categoría 4  ,Mexico
Determinarán nuevo perímetro de seguridad en Volcán de Colima  ,Mexico
La larga lucha para alcanzar la paz en Colombia  ,Mexico
Saldo blanco tras concierto de Roger Waters en el Zócalo capitalino  ,Mexico
Asegura @realDonaldTrump que solo él puede arreglar las complejas leyes tributarias  ,Mexico
Papa Francisco concluye su visita a Azerbaiyán y vuela a Roma  ,Mexico
Rinde protesta @fgcabezadevaca como gobernador de Tamaulipas  ,Mexico
Tusk avisa que la Unión Europea velará por sus intereses en negociaciones del Brexit  ,Mexico
"Edomex, prioridad de @EPN: Jefe de la Oficina de Presidencia  ",Mexico
Acude @MichelTemer a votar temprano en SaoPaulo y evita manifestación en su contra  ,Mexico
"En 1968, Gustavo Díaz Ordaz respondió con el Ejército cuando los estudiantes buscaban una negociación… ",Mexico
Bucean con tiburones blancos en Isla Guadalupe  ,Mexico
Cascos Blancos rescatan a bebé entre los escombros de un edificio en Siria  ,Mexico
"Plebiscito puede cambiar la historia de Colombia, dice @JuanManSantos tras votar  ",Mexico
¿Qué tienen en común los Premios Nobel y la dinamita?  ,Mexico
"Detienen a hermano de predicador, al que Turquía acusa del fallido golpe de Estado  ",Mexico
Realizan sobrevuelo y monitoreo sísmico al Volcán de Colima  ,Mexico
Aumenta a 90 el número de heridos por explosión en cafetería de Málaga España  ,Mexico
"Muere boxeador escocés de 25 años de edad, tras combate  ",Mexico
Liga Árabe acusa al régimen sirio de cometer 'crímenes de guerra' en Alepo  ,Mexico
Israel recibe el nuevo año 5777 con menos esperanzas de paz  ,Mexico
Reportan varios muertos en un festival en Etiopía tras incidentes con la Policía  ,Mexico
Hungría comienza votación en referendo sobre refugiados  ,Mexico
Activará @theresa_may artículo 50 a finales de marzo para salir de la Unión Europea  ,Mexico
EU desaloja base de Guantánamo ante huracán Matthew  ,Mexico
