id_str,text,class
774008173841698816,Suben los casos de influenza -  ,USA
773998584941322241,[ACTUALIZACIÓN] Reducen jornada y cancelan programa en @WapaTV -  ,USA
773994732770820096,Refieren a @Justicia_PR y al Contralor auditorías sobre 3Comm Global -  ,USA
773990535178485761,Matan a turista durante luna de miel en Orlando - ,USA
773986708995977216,"RT @rebanuchi: Estas condiciones hacen mandatorio q refiramos este asunto al secretario de Justicia y a la Ofic del Contralor, @RepRRivera",USA
773986152634195968,RT @rebanuchi: .@RepRRivera dijo q auditorías se realizaron c limitaciones pq carecen de información q pudiera establecer si se violó la…,USA
773986126717530112,RT @rebanuchi: Presidente en funciones @TuCamaraPR @RepRRivera refiere a @Justicia_PR y Contralora auditorías sobre contrato 3 Comm Global.…,USA
773986066852261888,¿Cómo? | Sin boletos ni televisión la pelea de @Juanma_Lopez y Papito @RealVazquezJr -  ,USA
773982065956007936,Se disparan las ventas de discos de Juan Gabriel tras su muerte -  ,USA
773976883960492032,Divulgan traqueteos en la AAA durante juicio federal -  ,USA
773969763152244736,Ángel Rosa no irá tras la silla de Mari Tere González -  ,USA
773964964545437696,Despuntan los modelos boricuas en el extranjero -  ,USA
773958463781113856,¿Qué ocurre en el PPD? -  ,USA
773954195162411012,Carmen Yulín reitera su apoyo a campamento contra PROMESA - ,USA
773952217569038336,RT @cynthia_lope: Testigo explica q renunció a su puesto voluntariamente x diferencias con la filosofía d trabajo d Ivonne Falcón,USA
773952188112527361,RT @cynthia_lope: Lugo explica q en adiestramiento d ética le explicaron q había q tener cuidado al recibir regalos a cambio d alguna gesti…,USA
773952158664302592,RT @cynthia_lope: Testigo apunta q nunca recibió regalos d Anaudi y q nunca almorzó con el empresario,USA
773945933004365825,"Ventajas y desventajas del iPhone 7 | Conoce lo bueno, lo malo y lo inesperado -  ",USA
773942784319336448,"RT @rebanuchi: .@CarmenYulinCruz indica q apoyo se limita a recoger basura, limpiar dos letrinas y darles hielo. @ElNuevoDia",USA
773941019364569088,RT @rebanuchi: Defiende gestión municipal en campamento contra la junta de control fiscal.Dice  q no hay diferencia c otras causas. @ElNuev…,USA
773940990050578432,RT @rebanuchi: Destaca q el lunes el MSJ le ofreció servicios básicos a la actividad Clamor a Dios. @ElNuevoDia,USA
773940970232524800,"RT @rebanuchi: Afirma q MSJ ha financiado de alguna manera otras causas q ha apoyado como excarcelación Oscar López Rivera, contra el IVA y…",USA
773940950196367360,RT @rebanuchi: Alcaldesa de SJ @CarmenYulinCruz defiendenuevamente financiamiento a lucha contra PROMESA. @ElNuevoDia,USA
773937755332055040,[VÍDEO] Un muerto y dos heridos durante tiroteo en escuela superior de Texas -  ,USA
773934332209606656,[AHORA] Reducen jornada y cancelan programa en Wapa -  ,USA
773926353527713792,Revelan truco para proyectos en la AAA | Sigue las incidencias del juicio por corrupción -  ,USA
773923605985886208,Bajo arresto domiciliario bloguero ruso que jugó Pokémon Go en iglesia -  ,USA
773920107806416896,Buscan a pistolero activo en Texas | Cerraron las escuelas de la zona -  ,USA
773914583312404480,Disponible servicio de internet a bajo costo -  ,USA
773910608529858560,[VÍDEO] Onda afectará la Isla este fin de semana -  ,USA
773906102689726464,"RT @cynthia_lope: A preguntas d Aldarondo, Sanabria señala q un contrato d servicios profesionales no requiere una cotización",USA
773906001623789568,RT @cynthia_lope: Sanabria señala q conoce muy bien el trabajo y desempeño d Accenture  y q Ivonne Falcón no es experta en tecnología,USA
773905929041350660,RT @cynthia_lope: Sanabria apunta q la AAA nunca extendió un contrato a 3Comm y q sus propuestas nunca fueron aceptadas,USA
773904676840280064,Denuncian movimientos para atornillar empleados -  ,USA
773892736256663552,Camión de basura atropella a hombre en San Juan -  ,USA
773881620004605953,RT @cynthia_lope: La testigo lee un email q Anaudi envió a Luis Gerardo García en diciembre d 2012 con los nombres d los directores regiona…,USA
773879998088306688,Continúa el juicio por corrupción gubernamental | Sigue las incidencias en directo -  ,USA
773875759064621056,Hacienda paga $40 millones en reintegros | ¿Ya lo recibiste? -  ,USA
773869124753592320,Tatuaje de @Juanlmorera en honor a su hija Victoria | Mira la foto -  ,USA
773856089561444352,[VÍDEO] @DavidBernierPR da su receta para crear empleos -  ,USA
773848975904350211,Desencajada Mari Tere González -  ,USA
773838623737118720,[EDITORIAL]  Puerto Rico como destino ha desaprovechado el ansia universal del visitante - ,USA
773830849779277825,[HORÓSCOPO] Acuario: Si buscas trabajo pinta bien el panorama -  ,USA
773823209598660609,"“No es rico quien tiene mucho, sino quien da mucho”,  Eric Fromm CitaAM -  ",USA
773732683062968320,Diez meses de suspensión para Ryan Lochte -  ,USA
773717820190273536,Protestan en Miami Beach por fumigación aérea con Naled -  ,USA
773712517570768897,Abre en San Juan La Casita de Rones -  ,USA
773707462503313409,[INFOGRAFÍA] Lo que debes saber del iPhone 7 AppleEvent -  ,USA
773701432272793600,Eddie Casiano: “es un nuevo reto en mi carrera” -  ,USA
773696248658354180,UPR organiza maratones de lectura -  ,USA
773690512125497344,Causa para juicio contra MedeaBot -  ,USA
773685931668672512,Acusan a madre e hija de incesto tras casarse en Oklahoma -  ,USA
773679826213318657,Acusan a hombre por asesinato en Peñuelas -  ,USA
773674456753451008,Recuperan vehículo utilizado en ataque a tiros en Manatí -  ,USA
773669570267582464,Estudiantes se reúnen con el “Jeque Verde” -  ,USA
773663926248550401,[OPINIÓN] Las tinieblas tributarias -  ,USA
773658305608634369,.@eduardobhatia releva a .@mtsenadora de las comisiones que presidía -  ,USA
773653122254184448,[VIDEO] Senadora Mari Tere González azotada por el escándalo -  ,USA
773648400793251840,[VIDEO] ¿Ya viste el nuevo iPhone 7? | Revive las incidencias del AppleEvent -  ,USA
773645264552812544,Lesionado @TeamCJCorrea -  ,USA
773639267209707520,Subastan el auto que John Lennon usó en Imagine -  ,USA
773635303063953408,[DETALLES] Mari Tere González renuncia a su candidatura por el PPD -  ,USA
773633517364191232,[DETALLES] Senadora Mari Tere González renuncia a su candidatura pero mantiene su escaño -  ,USA
773632031758573568,[AHORA] Senadora Mari Tere González renuncia a su candidatura pero mantiene su escaño | Pendientes ,USA
773630723932590082,Tragedia en Georgia -  ,USA
773629959759724544,[ACTUALIZACIÓN] Ferdinand Mercado fortalecerá lo que ha sido el norte de David Bernier -  ,USA
773626378977546240,"Exsecretario de Estado, Ferdinand Mercado,  nuevo director de campaña de David Bernier  -  ",USA
773625755414560768,Buscan a individuo por clonar tarjetas de débito | ¿Lo has visto? -  ,USA
773622302160191488,"[AHORA] El exsecretario de Estado, Ferdinand Mercado, es el nuevo director de campaña de David Bernier. ",USA
773622108555317248,"RT @gruizkuilan: Ferdinand Mercado será el nuevo director de campaña del candidato a la gobernación del Ppd,",USA
773621827226566658,Recesa hasta mañana el juicio por corrupción gubernamental  | Revive las incidencias -  ,USA
773620101660540928,[Actualización] El Nuevo Día supo que Mari Tere González se propone a renunciar hoy -  ,USA
773619871527469056,RT @cynthia_lope: Acaba el testimonio d Jesús Manuel Ortiz,USA
773619623384133633,RT @cynthia_lope: Fiscal Capó insiste en q Jesús Manuel mencione los nombres. El testigo identifica a alguien d apellido Valentin.,USA
773617763088605184,RT @cynthia_lope: Jesús Manuel señala q recibió múltiples llamadas para colocar a personas en la AAA y q las refirió a Alberto Lázaro,USA
773617105480527872,"RT @cynthia_lope: ¿Afuera no decía q Anaudi Hernández es un ganster?, pregunta el abogado. Jesús Manuel: no",USA
773616913012228096,Gobernador respaldará la decisión que tome Bernier sobre Mari Tere -   ,USA
773615741199261696,RT @gruizkuilan: La decisión la anunciará entre 5 a 6 de la tarde,USA
773615654196785152,"RT @gruizkuilan: Mari Tere González renunciará a la candidatura a la reelección no asi a su escaño tras diálogo con Bernier, dijeron fuentes",USA
773615431147859970,RT @cynthia_lope: Jesús Manuel dice q conoce a Anaudi Hernández y q hoy día NO le cree a él.,USA
773615199894896640,Bernier confirma que le dio espacio a la senadora para tomar la decisión de renunciar -  ,USA
773614577942540289,"RT @gruizkuilan: Concluida la reunión, Bernier le dio un plazo a la senadora González para que renuncie o de lo contrario, él pedirá la ren…",USA
773614554202767360,RT @gruizkuilan: El plazo vencer a las 5,USA
773614365287124992,RT @gruizkuilan: Bernier confirma q le dio espacio a la senadora,USA
773614298102763521,RT @gruizkuilan: Bernier confirma q senadora haran expresiones a los medios,USA
773610969092136960,"RT @cynthia_lope: Indica q a raíz d llamada se comunicó con Alberto Lázaro, presidente d la AAA, para recomendar a Sonia Barreto al cargo d…",USA
773610954147803136,"RT @cynthia_lope: Jesús Manuel señala q no conoce a Sonia Barreto, pero q sabe quien es. Que Eder y Anaudi le pidieron q ayudara con su nom…",USA
773607299541630976,Federales arrestan a cuatro policías por violación a derechos civiles -  ,USA
773599507674124289,RT @cynthia_lope: Jesús Manuel declara q Anaudi le dijo q estaba a cargo d las ferias.,USA
773598775340216320,"RT @cynthia_lope: Ella (Sally) siempre estaba (enmlas ferias), dice Jesús Manuel",USA
773598762929311745,RT @cynthia_lope: Jesús Manuel explica q acompañó a AGP a ferias d empleo d ADL y q vio a Anaudi en al menos dos ocasiones en las ferias,USA
773598195418959872,"RT @cynthia_lope: Jesús Manuel apunta q Héctor Vargas, Eder Ortiz, Mari Tere González, Bhatia, Perelló y alcalde Arecibo fueron a eventos d…",USA
773596034861666304,[AHORA] Empieza a declarar el Secretario de Asuntos Públicos de la Fortaleza | Incidencias -  ,USA
773594755561172992,RT @cynthia_lope: Fiscal José Capó llama a Jesús Manuel Ortiz. El funcionario entra a sala.,USA
773594260545253376,RT @rut_tellado: Los precios de los nuevos teléfonos empezarán en $649 para el iPhone 7 y $769 para el iPhone 7 Plus.,USA
773593941929103360,RT @rut_tellado: Los teléfonos iPhone 7 y 7 Plus son descritos por @Apple como los de mayor duración de batería en un iPhone.,USA
773593854943440896,RT @rebanuchi: Representante @luisvegaramos solicita q se cite a caucus @ppdpr en @TuCamaraPR para discutir auditoría 3 Comm Global. @ElNue…,USA
773593827328221184,RT @gruizkuilan: Gobernador dice la auditorìa de contrato a 3Comm demoró demasiado,USA
773592091427352576,FBI acusa a pasajera por incendiar sábanas en vuelo a Ponce - ,USA
773591151374774272,"RT @cynthia_lope: Testigo explica q Sally recibió un aumento d salario d $2,500 al mes cuando se convirtió en jefa d ADL",USA
773588882742910976,[VÍDEO] Nuevo vídeo de @Sia rinde tributo a víctimas de MasacreOrlando | Míralo -  ,USA
773587515169054720,"RT @cynthia_lope: Not a penny, dice Rey sobre dinero d contrato q recibió Anaudi",USA
773587503605436416,RT @cynthia_lope: Aguayo retoma el mismo punto. Rey dice q Anaudi dejó la empresa antes d q se firmara el contrato.,USA
773587024087396353,"RT @rut_tellado: Con la nueva función portrait, en cámara del iPhone 7, permite captar rostros en primer plano enfocados y que el fondo s…",USA
773586987265646592,RT @cynthia_lope: Testigo reitera q se usó para gastos operacionales y no fue a parar a bolsillos d socios. Acaba redirecto,USA
773586975408332800,RT @cynthia_lope: Rey apunta q dinero d ADL no fue a parar a bolsillos d él o d Anaudi. Acaba el contra. Henwood retoma ese punto,USA
773585356092420096,"RT @cynthia_lope: El contrato tenía un tope d reembolso d $165,974",USA
773585279516979200,"RT @cynthia_lope: Apunta q sólo reclutó unos 20 y pico d empleados porque no necesitaba más y facturó a ADL entre  $40,000 a $60,000",USA
773585167730348032,"RT @rut_tellado: El nuevo iPhone tiene Optical Image Stabilization, para que el movimiento de la mano no dañe la foto.  AppleEvent",USA
773583926774214656,"RT @cynthia_lope: Como parte d contrato, ADL pagaría la mitad d los salarios d los empleados x seis meses",USA
773583498011566080,RT @rut_tellado: El nuevo teléfono de @Apple ahora es resistente al agua y al polvo.,USA
773582615810932737,RT @cynthia_lope: El contrato con ADL funcionaba a través d reembolsos. Acaba el directo d fiscal Henwood,USA
773582525306327040,RT @cynthia_lope: Henwood muestra las fotos. En pantalla se observa una imageimagen donde Rey estrecha mano d AGP.,USA
773580380205047808,"RT @cynthia_lope: Previo a la firma d contrato hubo un agasajo. Allí estuvieron Víctor Deynes, Anaudi y Jaime Babilonia. También los hijos…",USA
773580245437861888,RT @cynthia_lope: Un mes después recibió los fondos d ADL para el adiestramiento d empleados con ADL. Ese contrato firmó el 8 d enero d 201…,USA
773580219005280256,RT @cynthia_lope: Explica q pagó el préstamo a Anaudi y q ahí acabó la participación d Anaudi en su negocio,USA
773579080637689856,RT @cynthia_lope: Indica q Anaudi planteó la idea d solicitar fondos a ADL para el adiestramiento d baristas.,USA
773578899661783041,"RT @rut_tellado: El nuevo reloj de @Apple viene en alumnio, stainless steel y cerámica. También habrá disponibles correas de cuerdo de la m…",USA
773578429195182080,"RT @rut_tellado: Nuevo Apple Watch contará con display de segunda generación más brillante y 1,000 nits para que la pantalla pueda verse me…",USA
773577476463222784,RT @cynthia_lope: La tienda d Condado la vendió en octubre d 2015.,USA
773577464949805056,RT @cynthia_lope: Ceró la tienda d San Patricio en mayo d 2014 x los altos gastos operacionales.,USA
773576872458194944,"RT @cynthia_lope: Rey Ramón es el dueño d Waffle Avenue, un coffee shop con waffles artesanales",USA
773576853076320256,"RT @cynthia_lope: La secretaria d sala toma juramento a testigo Rey Ramón, quien NO usará intérprete para ofrecer su testimonio",USA
773576322790502400,Ética del Senado desestima querella contra Jorge Suárez - ,USA
773571977093058561,Bernier pedirá la renuncia de Mari Tere González -  ,USA
773570847072104448,.@Apple presenta el nuevo iPhone | Sigue las incidencias AppleEvent - ,USA
773570021490499584,RT @gruizkuilan: [AHORA] Bernier se dispone a reunirse con la senadora y Bhatia,USA
773568960205697025,"RT @rebanuchi: William Díaz, chief of staff de @TuCamaraPR, dijo q borrador de auditor externo no fue contestado debido al receso legislati…",USA
773568880409059329,RT @gruizkuilan: Indican las fuentes q testimonio de la senadora es suficiente para pedir su salida,USA
773568869659049984,"RT @gruizkuilan: Bernier pedirá hoy renuncia de senadora Mari Tere González, aseguran fuentes del PPD",USA
773565346951290880,Esposa de @Juanlmorera habla sobre su pequeña Victoria -  ,USA
773564513752784897,RT @rebanuchi: Reconoce que nunca en auditoría se entrevistó a @jrperello pq no figuraba su nombre en ninguno de los documentos analizados.…,USA
773564483151073280,RT @rebanuchi: .@RepRRivera dice q no descarta referir auditoría a Contralor el @Justicia_PR. No contesta de manera categórica. @ElNuevoD…,USA
773564441023553537,RT @rebanuchi: .@RepRRivera dice que no sabe pq @TuCamaraPR no contestó ninguno de los borradores de auditoría interna ni ext. @ElNuevoDia,USA
773560463875452928,Auditoría cameral revela fallas de personal y no de corrupción - ,USA
773559609583808512,RT @rebanuchi: .@RepRRivera dice q supo de todo esto cuando llegó a la presidencia en funciones el 30 de agosto. @ElNuevoDia,USA
773557792984539137,RT @rebanuchi: Auditor interno sometió borrador de su informe el 29 de enero. NO fue discutido c @jrperello. NUNCA hubo informe final x fal…,USA
773557580035522564,RT @rebanuchi: El auditor interno dijo q 9 de 15 pagos emitidos a 3 Comm fueron pagados antes de q concluyera período facturado. @ElNuevoDia,USA
773557554500612097,RT @rebanuchi: Auditor interno: El contrato no contenía slavaguardas suficientes para proteger intereses de @TuCamaraPR,USA
773557543750598656,RT @rebanuchi: Auditor interno @TuCamaraPR: No se identificaron fundamentos para seleccionar 3 Comm,USA
773553617747922944,"RT @cynthia_lope: En la jornada d la mañana, estuvo Silverio Pérez. Ahora saluda a algunas periodistas.",USA
773553489205092352,"RT @rebanuchi: A pesar de q el proyecto no estaba acorde a los principios de costos y temporalidad, el mismo no se detuvo ni se canceló”,…",USA
773553293540798464,RT @rebanuchi: Consultor Adames dijo q el proyecto debía completarse en 4 meses y demoró 14 meses. Eso aumentó costos de $40K a $140K. @ElN…,USA
773553008177127424,Buscan a pasajera que cayó de un crucero en las Bahamas -  ,USA
773552631268581376,RT @rebanuchi: Los ejecutivos de 3 Comm Global NO estuvieron disponibles para auditoría. @ElNuevoDia,USA
773552504000749568,"RT @rebanuchi: Sí encontramos obviamente unos requisitos q se utilizaron para hacer la subasta, dijo consultor de Benchmark Luis Adames.…",USA
773552097379823616,RT @rebanuchi: Consultor Adames: Estudio de necesidad no se ejecutó no pudimos encontrar un informe o una evaluación de la necesidad de @Tu…,USA
773550356823355392,RT @rebanuchi: Presidente Benchmark Tech indica q hallaron deficiencias relacionadas c faltas de guías y de personal para contratar servici…,USA
773549649231622145,Recesan para almuerzo en el juicio sobre corrupción gubernamental | Sigue las incidencias -  ,USA
773549358511824897,RT @rebanuchi: Presidente Benchmark Technologies  dijo q su principal enfoque fue en área tecnológica. Q fue lo q se solicitó y si se cumpl…,USA
773548983100649473,"RT @cynthia_lope: El próximo testigo será Rey Ramón, indica el fiscal Henwood",USA
773548960862474240,"RT @rebanuchi: Nadie en @TuCamaraPR dio seguimiento a ese borrador del informe hasta la semana pasada, dijo el ejecutivo. @ElNuevoDia",USA
773548943066079234,RT @cynthia_lope: Acaba el contrainterrogatorio d Aguayo. Los otros tres abogados no hacen preguntas. Annushka sale d sala.,USA
773548536214327296,"RT @rebanuchi: Presidente d Benchmark Technologies dice q entregaron borrador de audit en mayo, y quedaron a la espera q @TuCamaraPR hicier…",USA
773548304667783168,"RT @cynthia_lope: Annushka reitera q el encuentro le pareció raro, pero q se quedó en el lugar socializando x espacio d una hora y media",USA
773548196354138112,"RT @rebanuchi: Entendíamos prudente no intervenir c persona alguna que pudiera ser potencial testigo en ese caso, audit Nestor Feliciano.…",USA
773548042356035584,"RT @rebanuchi: Auditor interno @TuCamaraPR aclara que análisis q comenzó en diciembre se limitó a petición de documentos, no entrevistas. @…",USA
773547798385963008,"RT @cynthia_lope: Annushka responde q Sally López la citó al evento d Sheraton, q se celebró fuera d horas laborables",USA
773547455518416896,Cinco innovadores “ratones” de computadora | Conoce los nuevos equipos -  ,USA
773547254426644480,RT @rebanuchi: Copia del informe entregado a periodistas. @elnuevodia ,USA
773546967930503168,RT @rebanuchi: Procederán ahora a distribuir copia de auditoría externa e interna a la prensa. @ElNuevoDia,USA
773546942450143232,RT @rebanuchi: .@RepRRivera informa q además de auditoría externa se presentará informe de auditor interno de @TuCamaraPR. @ElNuevoDia,USA
773546497824600064,RT @cynthia_lope: Annushka indica q Sally López la contrató luego q David Bernier la recomendó para el cargo,USA
773546450231844868,RT @rebanuchi: .@RepRRivera destaca q dio seguimiento a auditoría a dos días ser designado presidente en funciones. @ElNuevoDia,USA
773546286028947456,"RT @rebanuchi: Está el auditor interno y chief of staff de @TuCamaraPR y presidente de Benchmark Technologies, además de un consultor. @ElN…",USA
773545856750542848,RT @rebanuchi: .@RepRRivera advierte que no quiere q esta conferencia marque precedente de que hay que publicar todas las auditorías. @ElNu…,USA
773545793861005312,"RT @cynthia_lope: En ese evento estaban Anaudi y Héctor Vargas.Me estuvo raro, no sabia xq estaban allí. Aparentaban ser los hosts, dice…",USA
773545388296896512,"RT @cynthia_lope: Annushka apunta q luego d la vista d confirmación regresó a la oficina, pero q fue citada a una actividad en el hotel She…",USA
773543694016184320,Perelló pide referir al Contralor auditoría del cuadro telefónico -  ,USA
773543393779519488,RT @rebanuchi: A solo minutos de que empiece conf sobre auditoría @jrperello se expresa x carta sobre estudio. @ElNuevoDia ,USA
773541529088434177,RT @cynthia_lope: En el 2013 era la directora d Comunicaciones d ADL bajo la dirección d Sally López. Fue antes d la fusión d agencias,USA
773541428588785665,RT @cynthia_lope: Apunta q es directora d comunicaciones para el Departamento d Desarrollo Económico.,USA
773540727129112576,[OPINIÓN]  Anaudi y la tergiversación de la realidad -  ,USA
773540447025176577,RT @cynthia_lope: La próxima testigo es Annushka Orlandi.,USA
773537042546380800,[VÍDEO] Felicidad que duró muy poco | Última entrega de la serie MadresRotas -  ,USA
773534157112684544,RT @cynthia_lope: Mari Tere responde q Sally López recibió el nombramiento x los votos d Senado y no x la intervención d Anaudi,USA
773534129333739520,RT @cynthia_lope: Mari Tere señala q todos loa senadores d PPD votaron a favor d nombramiento d Sally López,USA
773534017467523072,RT @cynthia_lope: Apunta q Anaudi no ofreció ponencia a favor d Sally sino q se mantuvo junto a amigos y familiares en salón d las mujeres…,USA
773533998278598656,"RT @cynthia_lope: Mari Tere responde q Anaudi no tenía voz ni voto en el Senado, ni en la comisión evaluadora",USA
773526669017567232,RT @cynthia_lope: Surge reparo d fiscal Capó. Sidebar. Mari Tere permanece cabizbaja en silla d testigos,USA
773526629884637184,RT @cynthia_lope: Senadora señala q también se acogió al derecho a NO autoincriminarse cuando compareció ante el Gran Jurado,USA
773526603263467520,"RT @cynthia_lope: Mari Tere se acogió a la 5ta ante pregunta sobre anotación d $2,000 q Anaudi hizo con su nombre",USA
773523901733154816,RT @cynthia_lope: Acaba el directo. Inicia contra. Mari Tere invoca derecho a NO autoincriminarse cuando licenciado José Aguayo pregunta x…,USA
773523807814291456,"RT @cynthia_lope: Mari Tere dice q votó a favor d nombramiento d Sally. Prácticamente todos los senadores d mayoría votaron a favor, apun…",USA
773523098679160832,RT @cynthia_lope: Mari Tere apunta q envió documento xq Anaudi se lo pidió xq Sally tenía interés en saber las áreas donde había deficienci…,USA
773522693668810753,RT @cynthia_lope: Ahora el fiscal Capó la confronta con email q le envió a Anaudi el 26 d junio d 2013 con borrador d informe positivo d no…,USA
773522651658588165,"RT @cynthia_lope: En algún momento d la vista nos tropezamos y (Anaudi) estaba ahí (en salón d mujeres ilustres), responde Mari Tere",USA
773522636202618881,RT @cynthia_lope: Mari Tere dice q hubo una vista d confirmación para Sally y q Anaudi estuvo presente junto a su socio Héctor Vargas,USA
773522619794546688,RT @cynthia_lope: Indica q nombramiento d Sally enfrentó problemas en Senado xq había confusión en algunas áreas d nombramiento q requerí…,USA
773520340009881600,RT @cynthia_lope: Explica q Anaudi llamó y visitó su oficina para cabildear x nombramiento d Sally,USA
773519561169641473,RT @cynthia_lope: Apunta q Sally estuvo en su oficina una vez y q a petición d Sally y Anaudi habló d nombramiento con senadores Jorge Suár…,USA
773519167622230016,RT @cynthia_lope: El fiscal trata a Mari Tere como una testigo hostil. Le cuestiona xq habla en plural y le insiste en q escuche bien la…,USA
773518294246580224,RT @cynthia_lope: Mari Tere señala q conoció a Sally en el PPD antes d ser juramentada como senadora,USA
773518200927457280,RT @cynthia_lope: Señala q Anaudi le pidió q entrevistara a Sally para escuchar sus propuestas cuando surgió otro nombre para la jefatura d…,USA
773518162432176130,"RT @cynthia_lope: Mari Tere dice q conoce a Sally López. Es una joven d área este d país. Muy preparada, apunta sobre Sally",USA
773518150839042048,RT @cynthia_lope: Ahora Mari Tere lee un email d 4 d enero d 2013 d Anaudi a Jerry García Padilla pidiendo ayuda para el nombramiento d Sal…,USA
773516781835071488,RT @cynthia_lope: Indica q Anaudi hizo un evento d recaudación d fondos para ella en su palacete entre junio y julio d 2012,USA
773516669524119552,RT @cynthia_lope: Mari Tere explica q conoció a Anaudi a través d señora Pagán y xq el gobernador y su hermano se lo presentaron como un am…,USA
773515497748869122,RT @cynthia_lope: Apunta q previo a ganar las elecciones hubo eventos d recaudación d fondos donde participaron Anaudi entre otras personas,USA
773515333390831616,"RT @cynthia_lope: La persona nominada x el gobernador se colgaría y no podría asumir la posición, explica sobre lo q pasa si senado no ap…",USA
773515111713546242,[AHORA] Sientan a declarar a la senadora Mari Tere González  | Sigue las incidencias -  ,USA
773514185250516993,RT @cynthia_lope: La senadora luce algo nerviosa mientras declara ante un jurado d 6 hombres y 6 mujeres,USA
773514119056019457,RT @cynthia_lope: Senadora explica el trabajo q realiza q conlleva preparar legislación y evaluar nombramientos d gobernador,USA
773514046335090689,RT @cynthia_lope: El nombre completo d la senadora es María Teresa González López,USA
773513987195449344,"RT @cynthia_lope: Fiscal Capó hará el directo a Mari Tere, q declarará con ayuda d intérprete",USA
773513959181684736,RT @cynthia_lope: Henwood anuncia q no hará redirecto a Anaudi. Llama a la próxima testigo: senadora Mari Tere González,USA
773507760440782849,[VÍDEO] Anaudi revela nuevas sorpresas -  ,USA
773507009236770816,RT @cynthia_lope: Senado Mari Tere González llega al área d la placita. Se acerca a un agente d FBI,USA
773506939003162624,RT @cynthia_lope: Acaba d llegar al juzgado la senadora Mari Tere González,USA
773500119467462656,[VÍDEO] Desafíos ambientales en común entre Puerto Rico y los Emiratos Árabes -  ,USA
773492348042944513,Curiosos causan tremendo tapón tras derrame de combustible de San Juan a Caguas -  ,USA
773490621772275712,Veterano analista dice que la junta de Supervisión Fiscal está “muy inclinada” hacia la Isla  ,USA
773482097356836864,La suite 15 del Choliseo -  ,USA
773476192263376897,[EDITORIAL] PROMESA establece que el informe preliminar debe presentarse el 15 -  ,USA
773468453269188609,[HORÓSCOPO] Si eres Cáncer aconsejan medir tus palabras y no decir todo lo que piensas -  ,USA
773460831036067840,"“El único lugar donde tus sueños son imposibles es en tus pensamientos”, Robert H. Schulle CitaAM ",USA
773362498850271232,Se reúnen @ricardorossello y @pedropierluisi -  ,USA
773358301790687232,[ACTUALIZACIÓN] Muertos y desaparecidos tras paso del huracán Newton por Baja California -  ,USA
773352893466279938,Asesinan a hombre en Canóvanas -  ,USA
773350083274289155,Un muerto tras paso del huracán Newton por Baja California -  ,USA
773346110941253633,Inequidad en Hollywood sigue intacta según un estudio -  ,USA
773339967988699136,Unos 50 millones de niños viven lejos de su hogar y en riesgo -  ,USA
773336046507483136,Daniel Radcliffe actuará en filme sobre Anonymous y Los Zetas -  ,USA
773330331097116673,Dan de alta a último herido de tiroteo en Pulse -  ,USA
773323367340355584,Acuerdo por muerte de niña en Casa Cuna-   ,USA
773313409664163840,¿Quiénes filtran los secretos de Apple? AppleEvent -  ,USA
773308589809082368,[OPINIÓN]Fábula del pillo buena gente -  ,USA
773304407601455104,Obama dice que es obligación moral limpiar millones de bombas en Laos -  ,USA
773297847785492480,Cuéntame: Procuradora general destaca desbalance en vista preliminar contra El Manco -  ,USA
773292165921243136,Beneficiosas dos horas de videojuegos semanales para niños-  ,USA
773284892679430145,Anaudi alega que no impulsó el nombramiento de Ivonne Falcón en la AAA -  ,USA
773277850170306560,Más opciones de tours ecológicos en la Isla -  ,USA
773276501156376576,"RT @cynthia_lope: ¿Se usaron los servicios?, pregunta el abogado. No sé, responde Anaudi",USA
773276182989066242,"RT @cynthia_lope: Eso fue con cash o alguna otra tarjeta, apunta Anaudi sobre el pago d la prostituta",USA
773276168489316352,RT @cynthia_lope: Le conseguimos una suite a Jerry en Sheraton. Héctor Vargas le dio un contacto q tenía para q hiciera un contacto con un…,USA
773276158162984960,RT @cynthia_lope: Abogado hace referencia al cargo d $440 d la prostituta para Luis Gerardo García Padilla.,USA
773273172317646849,Dinosaurios aprovechaban la marea baja para capturar peces  -  ,USA
773268836699086848,(Wisin) .@Juanlmorera pide oración por su pequeña - s ,USA
773264441169162240,Veinte años de la muerte de Tupac Shakur - ,USA
773260491137306624,Se queda sin presidente en propiedad @TuCamaraPR -  ,USA
773259944778878976,"RT @cynthia_lope: Como parte d la preparación para el juicio, Anaudi escuchó algunas d las preguntas q ha respondido en el proceso",USA
773259927707975680,RT @cynthia_lope: Anaudi apunta q se reunió con fiscales hace como do semanas.,USA
773256471937032192,Escuela de niños sordos en Ponce hace malabares para subsistir -  ,USA
773252589227954176,Grupo de Trabajo del Congreso extiende fecha para recibir propuestas -  ,USA
773251656037244928,RT @rebanuchi: .@RepRRivera se mantiene como presidente en funciones. No hay presidente en propiedad. Culminan los trabajos en @TuCamaraPR.…,USA
773251610168348672,RT @rebanuchi: .@RepRRivera obtuvo 20 votos; la rep Lydia Méndez acumuló 7. Ninguno obtuvo los 26 votos requeridos para quedar ratificado.…,USA
773249119678636032,RT @rebanuchi: Llaman a @jrperello para q vote. No ha llegado al hemiciclo. @ElNuevoDia,USA
773247356993085440,RT @rebanuchi: .@RepRRivera indica q personal de la compañía q hizo análisis presentará los hallazgos. @ElNuevoDia,USA
